"BARCODE","AVAILABILITY","DESCRIPTION","DEPARTMENT","TYPE","IMAGES","CONDITION","COLOR","DIMENSIONS","TAGS","CONDITION CHECKS","RESERVED WBS","LOCATION","ORIGINAL ACQUISITION VALUE","HISTORY","HOME WAREHOUSE","CONTAINER","LAST SEEN IN CONTAINER","BARCODE IMAGES","ASSET USAGE","SIDEMARK ROOM"
"=""006306607""","Available","BARRETT SMALL SINGLE SCONCES/RL2220NB","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1734643748165/1734643437722.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1734643749106/1734643456743.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/72369384_888 MADISION 4.4.19.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/99624633_888 MADISION 4.4.19 (2).jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1734643750030/1734643504346.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1734643750984/1734643526322.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1734643752642/1734643571131.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_8_1734643753728/1734643640309.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_9_1734643754589/1734643730206.jpg","MINOR SCRATCHES","NATURAL BRASS","8.25 x 4.5 x 5.25 Inches","","",,"LIC",,"History","LIC","W01-13-05-AA","Fri, Dec 20, 2024 8:39 AM","006306607","","888 STOCK"
"=""006306605""","Available","BOOM ARM TASK LAMP/RL3030PN RL 67","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006306605.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/78555297_888 MADISION 4.4.19.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/83261108_888 MADISION 4.4.19 (2).jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1734700698781/1734699552496.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1734700699770/1734699587170.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1734700700772/1734699607748.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1734700701701/1734699619959.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_8_1734700702612/1734699644201.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_9_1734700703483/1734699768327.jpg","MINOR SCRATCHES AND FINGERPRINTS","POLISHED NICKEL","12 x 7.25 x 16 Inches","","",,"LIC",,"History","LIC","W01-13-05-AA","Fri, Dec 20, 2024 8:39 AM","006306605","E-12016.HOME1.07 - Fri, April 4, 2025 - Fri, April 4, 2025","888 STOCK"
"=""006314227""","Available","OAH 41''MODERN LARGE LANTERN","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006314227.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006314227 (2).JPG","MINOR SCRATCHES","NATURAL BRASS","15 x 15 x 24 Inches","","",,"LIC",,"History","LIC","W01-14-04-CC","Thu, Dec 19, 2024 3:28 PM","006314227","","RL-5177NB"
"=""007003190""","Available","BURNHAM SOFA","Home 888 Madison","SOFA","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1726164026911/1726163642237.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1726164027958/1726163652968.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1726164029043/1726163689540.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1726164030155/1726163737466.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1726164031127/1726163789419.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1726164032102/1726163831802.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1726164033065/1726163845860.jpg","MULTIPLE WRINKLES TO TOP BACKREST AND SEATING CUSHION. CHIP TO BOTH FRONT LEGS .",,"100 x 34 x 30 Inches","","","E-99999.01500.NY","LIC",,"History","LIC","W01-14-10-AA","Thu, Dec 19, 2024 12:33 PM","007003190","","RETURN FROM 36TH TO 888 STOCK"
"=""007003193""","Unavailable","PYRCE SOFA","Home 888 Madison","SOFA","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1726167581380/1726167357796.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1726167582389/1726167386495.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1726167583426/1726167402173.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1726167584502/1726167416929.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1726167585563/1726167429952.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1726167586615/1726167438165.jpg","COMES WITH 3 SEATING CUSHION 3 BACK CUSHIONS AND 3 PILLOWS. STAINS TO MIDDLE SEATING CUSHION AND FRONT LOWER SOFA. WRINKLING TO PILLOWS.",,"95.5 x 35 x 28 Inches","","","E-12016.12NOS.45","LIC",,"History","LIC","W01-14-10-AA","Thu, Dec 19, 2024 12:33 PM","007003193","E-12016.12NOS.45 - Wed, October 16, 2024 - Sun, October 27, 2024","RETURN FROM 36TH TO 888 STOCK"
"=""006300322""","Available","ANETTE LIBRARY LIGHT IN NATURAL BRASS 2270NB","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1734557893871/1734557620368.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1734557894748/1734557655689.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1734557895611/1734557691641.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1734557896618/1734557742749.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1734557897598/1734557773316.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1734557898549/1734557822641.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1734557899408/1734557839123.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_8_1734557900432/1734557875592.jpg","MINOR MARKS AND SCRATCHES","NATURAL BRASS","5 x 6.5 x 12 Inches","","",,"LIC",,"History","LIC","W01-13-01-BB","Thu, Dec 19, 2024 12:06 PM","006300322","","888 STOCK"
"=""006316669""","Available","ROUND WHITE PAPER CLOSED TOP SHADE","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1734619086948/1734618720493.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1734619087911/1734618729568.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1734619088784/1734618742453.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1734619089700/1734618765688.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1734619090561/1734618783083.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1734619091422/1734618797095.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1734619092294/1734618915645.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_8_1734619093194/1734618972548.jpg","MINOR MARKS","WHITE","18 x 18 x 12 Inches","","",,"LIC",,"History","LIC","W01-13-03-CC","Thu, Dec 19, 2024 12:00 PM","006316669","","STUART WOODS, PO Number: 235-001"
"=""006303408""","Available","JULIANNE LARGE SMOKE BELL PENDANT IN NATURAL BRASS RL5214NB-CG","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1734548846197/1734547581832.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1734548847152/1734547707884.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1734548848121/1734547778417.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1734548849034/1734548826767.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1734548849932/1734548839898.jpg","MINOR MARKS","NATURAL BRASS","40 x 24 x 24 Inches","","",,"LIC",,"History","LIC","W01-13-01-AA","Wed, Dec 18, 2024 2:24 PM","006303408","","888 STOCK /SP19 CHANGEOVER, PO Number: MD1023"
"=""006318580""","Available","BARTON DESK LAMP NB / RL3031NBEC-NB","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1734540985214/1734539274460.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006318580 (1).JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1734540984270/1734539206943.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1734540986081/1734539315907.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1734540986948/1734539367376.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1734540987867/1734539388527.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1734540988773/1734539414831.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_8_1734540989724/1734539473481.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_9_1734540990594/1734539536206.jpg","TARNISHED AND SMALL MARKS","NATURAL BRASS","18.5 x 18.5 x 28 Inches","","",,"LIC",,"History","LIC","W01-13-03-BB","Wed, Dec 18, 2024 12:30 PM","006318580","","FA21 CHANGEOVER / RL3031NBEC-NB"
"=""006309541""","Available","SHADE FOR CAGAN SMALL TABLE LAMP IN CLEAR CARVED GLASS/3921CCG-P","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1734531316947/1734530287691.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006309541 (2).JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/55154418_006309541.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1734531317923/1734530324057.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1734531318880/1734530235204.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1734531319753/1734530253204.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1734531320660/1734530361528.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_8_1734531321576/1734530383236.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_9_1734531322550/1734530426487.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_10_1734531323389/1734530491065.jpg","MINOR MARKS","WHITE","18 x 18 x 10 Inches","","",,"LIC",,"History","LIC","W01-13-01-CC","Wed, Dec 18, 2024 12:16 PM","006309541","","ST.JEAN/ FA19 CHANGEOVER"
"=""006318581""","Available","BARTON DESK LAMP NB / RL3031NBEC-NB","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1734535197975/1734534982419.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006318581 (1).JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1734535350139/1734535331424.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1734535198955/1734534992154.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1734535199928/1734535071451.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1734535200895/1734535092395.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1734535201801/1734535117923.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_8_1734535202679/1734535133539.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_9_1734535203553/1734535173161.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_10_1734535204441/1734535190699.jpg","SCUFF MARKS","NATURAL BRASS","18.5 x 18.5 x 28 Inches","","",,"LIC",,"History","LIC","W01-13-03-BB","Wed, Dec 18, 2024 12:04 PM","006318581","","FA21 CHANGEOVER / RL3031NBEC-NB"
"=""006316084""","Available","CAMBRIDGE MEDIUM SMOKE BELL","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1734462905764/006316085.jfif,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1734462905801/006316085%20(2).jfif,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1734463540038/1734463096517.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1734463540958/1734463159029.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1734463745955/1734463741924.jpg","MINOR MARKS","POLISHED NICKEL","20 x 10 x 10 Inches","","",,"LIC",,"History","LIC","W01-13-01-AA","Wed, Dec 18, 2024 8:03 AM","006316084","","888 STOCK / RL5101BS-CG"
"=""006310377""","Available","ANETTE 16"" PICTURE LIGHT IN PN/RL2276PN","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006310377.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006310377 (2).JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006310377 (3).JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1734468326727/1734467367947.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1734468327727/1734467426628.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1734468328672/1734467846125.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1734468329623/1734468070981.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_8_1734468330578/1734468193768.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_9_1734468332081/1734468231240.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_10_1734469415956/1734469414169.jpg","LIGHT SCRATCHES AND FINGERPRINTS","POLISHED NICKEL","15.5 x 3 x 13.5 Inches","","",,"LIC",,"History","LIC","W01-13-01-BB","Wed, Dec 18, 2024 7:59 AM","006310377","","888 STOCK"
"=""006317392""","Available","BOXSPRING","Home 888 Madison","BED","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/IMG_0468.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/IMG_0469.JPG","DIRTY","GREY AND BEIGE","80 x 59 x 9 Inches","","",,"LIC",,"History","LIC","W01-14-14-AA","Tue, Dec 17, 2024 10:27 AM","006317392","","888 STOCK / RL451-0076"
"=""007000114""","Available","BOX SPRING","Home 888 Madison","BEDDING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/images0_1648844612931/IMG_0270.JPG","GOOD AND A LITTLE DIRTY","BLACK AND LIGHT GREEN","78.5 x 59 x 9 Inches","","",,"LIC",,"History","LIC","W01-14-14-AA","Tue, Dec 17, 2024 10:27 AM","007000114","","SP22 CHANGEOVER"
"=""007000437""","Available","QUEEN MATTRESS","Home 888 Madison","BEDDING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1660914161854/1660914154778.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1660914162930/1660914160792.jpg","DIRTY A LITTLE","BEIGE AND WHITE","80 x 60 x 8 Inches","","",,"LIC",,"History","LIC","W01-14-14-AA","Tue, Dec 17, 2024 10:27 AM","007000437","","888 CHANGEOVER"
"=""006306610""","Available","HOLLIS FLOOR LAMP IN NB/RL1130NB","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1734377245616/1734376887017.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/00630610.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1734377246514/1734376949616.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1734377247375/1734376960464.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1734377248317/1734376980731.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1734377249248/1734377013977.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1734377250334/1734377104580.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_8_1734377251425/1734377180043.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_9_1734377252336/1734377230248.jpg","LIGHT SCRATCHES AND SMUDGES","BRASS","11.5 x 11.5 x 60.75 Inches","","",,"LIC",,"History","LIC","W01-13-01-CC","Mon, Dec 16, 2024 3:46 PM","006306610","","888 STOCK"
"=""007000708""","Available","DARIEN LAMP SHADE","Home 888 Madison","Home-LIGHTING","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1665771493738/1665771492960.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1734371639171/1734371362958.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1734371640187/1734371380474.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1734371641183/1734371396769.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1734371642217/1734371454290.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1734371643093/1734371605578.jpg","MINOR MARKS","WHITE","20 x 20 x 13 Inches","","",,"LIC",,"History","LIC","W01-13-01-CC","Mon, Dec 16, 2024 1:35 PM","007000708","","FA22 CHANGEOVER"
"=""007002474""","Unavailable","DUKE EXT DINING TABLE","Home 888 Madison","TABLE","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1714997961340/1714997469343.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1714662737761/IMG_3016.jpeg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1714997962314/1714997490200.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1714997963204/1714997507592.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1714997964001/1714997534303.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1714997964860/1714997557735.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1714999019052/1714998899302.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_8_1714999020105/1714998910141.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_9_1714999021177/1714998939787.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_10_1714999022137/1714999009356.jpg","GOES WITH DUKE EXT DINING TABLE LEAF: 007002475. TOP SURFACE HAS MUTIPLE SMEARS AND SCRATCHES THOROUGHOUT ENTIRE TOP. CHROME PIECES HAVE MULTIPLE PRINT MARKS AND SMEARS AS WELL. CHIPS AND DENTS VISIBLE TO EDGES OF WOOD ON TOP AND ON BASES.","PIANO BLACK","120 x 51.5 x 31 Inches","","","E-12016.08088.IN.HO","LIC",,"History","LIC","W01-14-06-AA","Thu, Sep 12, 2024 8:31 AM","007002474","E-12016.08088.IN.HO - Sun, October 27, 2024 - Sun, January 26, 2025","SP24 CHANGOVER / 888 STOCK"
"=""006314001""","Available","TREMONT SOFA / PATINA VELVET STERLING / ESTATE MAHOGANY / RLU656-01 / PILLOWS ARE ASSET 6316509","Home 888 Madison","SOFA","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/IMG_6641.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/IMG_6642.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/IMG_6643.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/IMG_6644.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/IMG_6645.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/IMG_6646.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/IMG_6649.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/IMG_6650.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/IMG_6651.JPG","stains on sofa(5 piilows in a box)","PATINA VELVET STERLING & ESTATE MAHOGANY","97 x 39 x 29 ","","",,"LIC",,"History","LIC","W01-14-09-AA","Wed, Nov 13, 2024 11:53 AM","006314001","TAVN - Fri, April 4, 2025 - Fri, April 4, 2025","RLU656-01 / GOES WITH 006316509"
"=""007001747""","Available","PRYCE SOFA (STEEL FEET)","Home 888 Madison","SOFA","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1692918334388/IMG_7209.png,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1693134536063/1693134492840.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1693134537146/1693134499408.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1693134538169/1693134504654.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1693134539179/1693134517415.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1693134540213/1693134524353.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1693134541235/1693134531748.jpg","SEAMS ON EDGES NOT STRAIGHT OR FLUSH. INDENTS ON THR CORNERS ON FRONT SIDE. WRINKLING ON CUSHIONS AS WELL",,"96 x 37 x 28 Inches","","",,"LIC",,"History","LIC","W01-14-09-AA","Wed, Nov 13, 2024 11:53 AM","007001747","","FA23 CHANGEOVER / RLU1053-96S"
"=""007003242""","Available","Heiress dinning table one base only","Home 888 Madison","TABLE","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1726230755562/1726230596393.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1726230756638/1726230607484.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1726230757700/1726230622633.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1726230758735/1726230631048.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1726230759745/1726230643595.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1726230760819/1726230660465.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1726230761782/1726230678213.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_8_1726230762782/1726230699156.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_9_1726230763745/1726230744007.jpg","HAS NO TOP AND NO HARDWARE. SCRATCHES,DENTS AND CHIP TO TOP AREA EDGES AND CORNERS. CHIP AND SCRATCHES TO BASE FEET.",,"18 x 18 x 28 Inches","","",,"LIC",,"History","LIC","W01-15-06-AA","Thu, Nov 7, 2024 10:29 AM","007003242","","RETURN FROM 36TH TO 888 STOCK"
"=""007003433""","Available","CLIVEDON SERVER MARBLE TOP","Home 888 Madison","CONSOLE","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_1_1730922171437/1730922108507.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1730922172336/1730922123831.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1730922173228/1730922134991.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1730922174178/1730922148201.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1730922175135/1730922167502.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1730926197550/1730926196728.jpg","OLD BARCODES 07002891
007002890 / CLIVEDON SERVER BARCODE 007003432 , MINOR SCRATCHES AND MARKS ON SURFACE.","BLACK","73 x 23 x 1 Inches","","",,"LIC",,"History","LIC","W01-16-06-BB","Wed, Nov 6, 2024 4:43 PM","007003433","","RETURNED FROM 867 11.05.24 NW"
"=""006307765""","Available","BAUHAUS TUBULAR DESK/3500-45","Home 888 Madison","DESK","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/55099487_006307765.JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006307765 (3).JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006307765 (4).JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006307765 (5).JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/006307765 (6).JPG,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/5.9.2019 COLLECTION.jpg","scratches",,"75 x 36 x 29.25 ","","",,"LIC",,"History","LIC","W01-14-09-AA","Tue, Oct 22, 2024 11:48 AM","006307765","OLDPRODUCT - Fri, April 4, 2025 - Fri, April 4, 2025","888 STOCK"
"=""007002773""","Available","PRYCE BOOKCASE METAL FRAME","Home 888 Madison","BOOKCASE","https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/_1719266598678/Screenshot%202024-06-24%20at%206.03.15%20PM.png,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_2_1720624440577/1720624380923.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_3_1720624441464/1720624388249.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_4_1720624442313/1720624393192.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_5_1720624443328/1720624403075.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_6_1720624444236/1720624408498.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_7_1720624445157/1720624413827.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_8_1720624446163/1720624430835.jpg,https://flo-rlassets.s3.eu-west-1.amazonaws.com/live/image_9_1720624447116/1720624438843.jpg","GOES WITH PRYCE BOOKCASE SHELVES: 007002772. DELIVED WITHOUT HARDWARE AND COLLECTED WITH HARDWARE. CHROME ON BOTH PIECES HAVE VISIBLE DISCOLORATION ON INNER AND OUTER SIDES. MULTIPLE FINGERPRINT MARKS AND SMEAR MARKS VISIBLE TO BOTH PIECES AND ON ALL SIDES.",,"31 x 2 x 90 Inches","","",,"LIC",,"History","LIC","W01-14-05-AA","Thu, Sep 12, 2024 7:57 AM","007002773","","from vivid kid studio(adv) to 888"
